[[1, 3], [2, 2], [3, 2], [4, 3], [5, 2], [6, 2], [7, 3], [8, 2], [9, 1], [10, 2], [11, 2], [12, 1], [13, 2], [14, 1], [15, 2], [16, 1], [17, 2], [18, 1], [19, 2], [20, 3], [21, 2], [22, 3], [23, 3], [24, 2], [25, 2], [26, 1], [27, 0]]
[[1, 3], [2, 2], [3, 2], [4, 3], [5, 2], [6, 2], [7, 2], [8, 2], [9, 3], [10, 4], [11, 4], [12, 3], [13, 2], [14, 1], [15, 1], [16, 1], [17, 2], [18, 3], [19, 3], [20, 2], [21, 3], [22, 2], [23, 1], [24, 0], [25, 1], [26, 1], [27, 0]]
[[1, 3], [2, 4], [3, 5], [4, 6], [5, 5], [6, 4], [7, 4], [8, 4], [9, 3], [10, 3], [11, 3], [12, 2], [13, 2], [14, 1], [15, 1], [16, 1], [17, 1], [18, 1], [19, 2], [20, 1], [21, 2], [22, 1], [23, 1], [24, 0], [25, 0], [26, 1], [27, 0]]
[[1, 3], [2, 2], [3, 3], [4, 4], [5, 4], [6, 3], [7, 2], [8, 1], [9, 2], [10, 2], [11, 1], [12, 1], [13, 1], [14, 2], [15, 2], [16, 1], [17, 2], [18, 1], [19, 2], [20, 2], [21, 1], [22, 2], [23, 1], [24, 0], [25, 0], [26, 1], [27, 0]]
[[1, 3], [2, 4], [3, 5], [4, 4], [5, 4], [6, 3], [7, 2], [8, 1], [9, 2], [10, 2], [11, 1], [12, 1], [13, 1], [14, 2], [15, 2], [16, 1], [17, 1], [18, 2], [19, 3], [20, 3], [21, 3], [22, 2], [23, 1], [24, 0], [25, 1], [26, 0], [27, 0]]
[[1, 3], [2, 4], [3, 5], [4, 6], [5, 5], [6, 5], [7, 5], [8, 4], [9, 4], [10, 3], [11, 2], [12, 1], [13, 1], [14, 2], [15, 2], [16, 3], [17, 2], [18, 1], [19, 1], [20, 1], [21, 1], [22, 2], [23, 1], [24, 0], [25, 0], [26, 1], [27, 0]]
[[1, 3], [2, 2], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 2], [9, 1], [10, 2], [11, 2], [12, 2], [13, 1], [14, 0], [15, 1], [16, 1], [17, 2], [18, 3], [19, 2], [20, 1], [21, 2], [22, 1], [23, 1], [24, 0], [25, 1], [26, 0], [27, 0]]
[[1, 3], [2, 2], [3, 2], [4, 3], [5, 3], [6, 3], [7, 2], [8, 1], [9, 2], [10, 3], [11, 2], [12, 1], [13, 1], [14, 2], [15, 2], [16, 3], [17, 4], [18, 3], [19, 4], [20, 3], [21, 3], [22, 2], [23, 1], [24, 1], [25, 0], [26, 1], [27, 0]]
[[1, 3], [2, 3], [3, 4], [4, 3], [5, 2], [6, 3], [7, 2], [8, 1], [9, 2], [10, 3], [11, 2], [12, 3], [13, 2], [14, 1], [15, 1], [16, 1], [17, 1], [18, 2], [19, 2], [20, 2], [21, 1], [22, 2], [23, 1], [24, 0], [25, 0], [26, 0], [27, 0]]
[[1, 3], [2, 4], [3, 4], [4, 5], [5, 5], [6, 5], [7, 4], [8, 3], [9, 2], [10, 1], [11, 1], [12, 2], [13, 2], [14, 1], [15, 1], [16, 1], [17, 2], [18, 1], [19, 2], [20, 2], [21, 1], [22, 2], [23, 1], [24, 1], [25, 1], [26, 1], [27, 0]]
[[1, 3], [2, 4], [3, 4], [4, 5], [5, 4], [6, 3], [7, 2], [8, 1], [9, 2], [10, 1], [11, 2], [12, 3], [13, 4], [14, 3], [15, 2], [16, 3], [17, 3], [18, 2], [19, 2], [20, 2], [21, 2], [22, 2], [23, 1], [24, 2], [25, 2], [26, 1], [27, 0]]
[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 2], [9, 1], [10, 1], [11, 2], [12, 1], [13, 1], [14, 0], [15, 1], [16, 1], [17, 0], [18, 0], [19, 1], [20, 2], [21, 3], [22, 2], [23, 1], [24, 0], [25, 1], [26, 0], [27, 0]]
[[1, 3], [2, 4], [3, 4], [4, 3], [5, 4], [6, 3], [7, 2], [8, 3], [9, 3], [10, 3], [11, 2], [12, 1], [13, 0], [14, 1], [15, 2], [16, 1], [17, 1], [18, 2], [19, 2], [20, 1], [21, 0], [22, 1], [23, 1], [24, 1], [25, 1], [26, 0], [27, 0]]
[[1, 3], [2, 2], [3, 2], [4, 3], [5, 3], [6, 4], [7, 3], [8, 2], [9, 2], [10, 1], [11, 2], [12, 1], [13, 1], [14, 2], [15, 1], [16, 1], [17, 1], [18, 2], [19, 3], [20, 2], [21, 3], [22, 2], [23, 1], [24, 1], [25, 2], [26, 1], [27, 0]]
[[1, 3], [2, 2], [3, 1], [4, 2], [5, 2], [6, 1], [7, 0], [8, 1], [9, 2], [10, 3], [11, 2], [12, 2], [13, 1], [14, 2], [15, 2], [16, 1], [17, 2], [18, 1], [19, 1], [20, 1], [21, 1], [22, 2], [23, 1], [24, 1], [25, 0], [26, 0], [27, 0]]
[[1, 3], [2, 2], [3, 1], [4, 2], [5, 3], [6, 2], [7, 1], [8, 1], [9, 1], [10, 2], [11, 1], [12, 2], [13, 1], [14, 2], [15, 1], [16, 1], [17, 0], [18, 0], [19, 1], [20, 2], [21, 1], [22, 2], [23, 1], [24, 0], [25, 1], [26, 0], [27, 0]]
[[1, 3], [2, 4], [3, 3], [4, 3], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 3], [11, 3], [12, 3], [13, 2], [14, 2], [15, 1], [16, 1], [17, 2], [18, 2], [19, 1], [20, 1], [21, 2], [22, 1], [23, 1], [24, 1], [25, 1], [26, 0], [27, 0]]
[[1, 3], [2, 4], [3, 3], [4, 3], [5, 4], [6, 4], [7, 3], [8, 3], [9, 3], [10, 3], [11, 2], [12, 3], [13, 4], [14, 4], [15, 4], [16, 3], [17, 2], [18, 1], [19, 1], [20, 1], [21, 2], [22, 1], [23, 1], [24, 2], [25, 2], [26, 1], [27, 0]]
[[1, 3], [2, 3], [3, 2], [4, 2], [5, 3], [6, 2], [7, 3], [8, 2], [9, 2], [10, 2], [11, 3], [12, 2], [13, 2], [14, 1], [15, 2], [16, 3], [17, 2], [18, 2], [19, 2], [20, 2], [21, 1], [22, 1], [23, 1], [24, 2], [25, 1], [26, 1], [27, 0]]
[[1, 3], [2, 2], [3, 2], [4, 3], [5, 2], [6, 2], [7, 3], [8, 2], [9, 1], [10, 2], [11, 2], [12, 1], [13, 2], [14, 1], [15, 2], [16, 1], [17, 2], [18, 1], [19, 2], [20, 3], [21, 2], [22, 3], [23, 3], [24, 2], [25, 2], [26, 1], [27, 0]]
